citing_paper_id,cited_paper_id
00d7862ba1fb126aba7fbf30ce9cf806e15fd15f,00c9bef87749b0bf9a0ec8e19c1ac3402e237d9f
00d6d722c82ea5a708ad9a3fd772e258534927d1,00922f26baff660bcf42cdff7c4eec06f38f9d5c
01001967074fee0558303107596cea7f0126c9fc,001d931d8386f6a63012c2d24da2dd35369bba5d
0054fd46347666df33209aa6e55d99c3df365d3b,0001732a8f4f8443731a16387dda81c61a7bf108
0040eb15c563f86d42340edde37652c7b94db558,00bfae8526d7f245a357226af25cc5d9d499be38
004803f2035c025936c33a5ef4445eba34a339ba,00449468f147c5c0ac3345ffad4018bd36ec92c1
00ffd056f64961f3e975982bb5d11256c3af20c5,00dee068394c254c20ab41ec1b26e1b5038ef020
00b8251e2aaa4017333d0d68dd6f8f7b95d5b2e1,00d35671befbce1046c58ab12139c448298f9b44
00b931f5703cbfb74582d8c6fdd52ae202629ee4,0021cb24a428354fafe9378363d4a98ba0b962fb
00c5b81539df6c9160b238955a854b0b24919aca,009dccec01311332764da14be301f06278c7a368
010396d913f01aea27cbede1f76a52289845f390,00177fa82254111c4e638f575525bc115858f6f7
0064b639732f4329747a2898840c407558666292,00046a0b1d0b5c1df959738c14ab0e741dbf2b51
0075552c4336abfacda2c15c1ebc3507e3f45200,004cdb5b17c861fb3d2a0cb2d362bcc3607ac381
0034c6da44c3018f61f261cabf38b073c23ffbcc,003a2957ca4f7ecb7091a98727939f378f04200a
003dc406f4e30f364b2a1a05ac000d1c864594d9,008e6e975b1a633947e2691933439e86df5e9239
0029f0f1cc3913e30e74a1b7aefa27c4e53dd769,00d44e38d33314d5c4586ee6ddc5e1adcfd600c7
00f0590e18685199e5cbb9a655ff61128ca529ba,001eb5709572a014485bbcf1e983442351d05f80
0031585d29eaef151d147db6402c2a4812a4d832,0053eeafee79a93f1080c9886462654d53e230e2
006b05072a87bb1574f6599dbf8ee6193ccc2c89,00f1ceb620a7f063daa182feb7b1c8e1cb06b4d7
0058d85ea1fd068d51855062bf529ae772690f89,0093b354f9c92d8eb161877ca317395282a02d83
005baabab9daded9783117b652832cc06c18ccdb,00473fbcefa34f7bacb4ab28302eb759914d211c
002b2ec19aa5b181f6248d279d898354213d6e67,005e9e8110ed75fb6cfd6fa87797a6bb8312319d
0034c126efd70d3bd00a57efc1cd1c4e0ee1f723,0084d3e64f4328aa7e413074eaedfc6712171d7f
00c02ed1f94dca0ff875b8898e0aaefffb20d522,0048cb4bb4a571958ae598afee155cf6a23b765a
007eb8570f31df474e1ae93bb9039f843b9172cb,00150fd38e66d5460bafd5aab90a40140e8de154
00ed2b2a0ff9474ab45bd54dd3730638a08a94a2,00213d44e03dae916860c0512025b5f96c3ee231
010533bd9066463c364136a5a4b795763e08f828,005c1c6a05377329b742e7f30680b0a37f4e1a7f
006b1942ea3eef213dbf4e16f69900df166531ad,005ba0b22960b45f854487ad239017d90f4d1f61
0050948b2a62d53f18fea6ed64506aa50ba4ae5c,00e82a25071e9df42b2fa7b122cc216a9699bdb5
00cf286fb54a1c979b9df75fe464b0bf4c39977d,0043fd26113ca578a4e9aab22c1a56a59ae7ec63
00f7f44dd03ef0ff666ac47ead5970dfa8273465,005a0c8deac91ea4f06eb33c4584125ad293f922
00a028d166ffe80b4542196f617278dee0bfa16d,008721a83f4e0e5b4f2b8db4bfac9649b92ef3fe
00366d7fe89a87a13c711121637782a04edf50be,00c79a0ac1f3b4d947efd71219f25fc555adc19c
0052431128ba8d5fb066a54764841c7ccb28729b,00e91d63c68b59ec0939da20062fdae42cab529c
00fc3d3aa9575688c9977c7c632a370f2b034d86,002f113dfc7da79cebe811951c70dc7e46f96e18
00ea24a6f15c450002a8665dfc806c753a4b3892,00f54c753963f2ebde8ade314064b4737ef977d0
00a6b4ae4832536433d472d7fffa613dc5a19f18,00d838e9d235bf1397dde0107b97d9b90f22429a
002e7c705d2daee01e5e266c44b24797796082f5,0050e83ffb1e2281455d2294793bbae715f7aa57
00aae834a851f316cbe599e6236f33bf8bbe7776,0022d7788ef3445ed4b1b047c4b39efe2fe2845a
0052963c46c261075548f0bbd8f645187e21424d,0025c81a4d8e3418fc39d1faa1cf4edffe1b4bc2
00cb3db228a97e06357abf97c0311d56d04e6992,00c26749f30eac748cfb24ec22fe4fef0ac2b7e4
004c3e633109963c63f43746820365e68faff6b3,00ccd7aecb97947375600e2dc71bfff348d3da26
002ee699d7a0ea6a44a8d80f8f9b38cf0e793f8f,007a74f47b5db6ec0d5f94e2df2f7fcbf6e7626c
00f0088ec84659600dec03e1a83b13f87c80a0de,00da304e88e75ba98f8207f0b046068ecffc8f3f
002e684c5f8bf01a331c839a1877dbfdd1fd2610,00bfeea3ddb6b02c94a7873700a88bd86b4c9f0d
00c9fd018c996e9c55b46d3484e7815ab1c75b01,0083332e9308094e8131adbace972a20d02e9f8b
00570121839e4393311275377b94c89c814f0d8a,004e1e48c8b5bf4d159d683d722604ee0ba37be1
00dbe18d9fc47565ee3ab3ee6354d027f1d80f2f,0056603e967cc256d5ccdc94826eb9de1e99d064
00d397479ab3e18b5957a8fde71f8a63154f092e,003ee3155d1c4c4413b05f5bc2af1128f9941c65
00ce5829a509d4532035c4d7c66412ba704ee6c6,009850628621a68c999bfbadc21ac47be574a163
009c14dffbd7ddb15a266fcb756212a1e72f812b,00feccc4d1cc203244f96a7bdffd056d15b56a66
0040d93083d808e70bb8f16126891242ff9e5dfc,00a0af9100a2c5f5f9bab91dc51cec538be767f1
00b9f57012aece5bf4fecc87cce3b3df714690f7,000734d25e1952d5dd1d5af66a88fd7e565abf33
0002b568154d66ae99ead0427c3f9795a46e9029,009788d9b126f57b1eb36266ba16b323b3bf6df7
002c4a5fc72a30831fc86a075f29eb2e82a41a97,00d676aeda2cb24be26e2b86a2f4875d42ef7844
00cf286fb54a1c979b9df75fe464b0bf4c39977d,00078a643ac647bf5c6e5578b6d767158778c116
00ac193616f45f5f1ffd9eca1eef6681325abcb0,004e8bddeffe454c9d08f2d9da9ba007e22ef0e0
001c66a7b7e45eb39b67b070f1aa9ea90623c588,007af69844f6d20a0feefb3835f58d4f01863b41
008569e98f3ef3596eeeaa23725a0c9c0339802e,00df6c13517abad26cd5a8fcf8e78f6b62beb5aa
00c3fad4e9168440b2ee1382b17ccc25cc9cf2d7,00b1230e91d0b184a82d8e272ce6700334dd0683
001adcb8cde649af7213ffa660d66143e8f8ee68,000a9f529fdcac451cd35d7303bcc64ea2a9fcbc
002973c44f946a629f7b74fee486b61cb3d0724c,00852fd3316c0a48a27eab38db4c6fb32ce1f5d2
002891a605352e285834faf7919cec14d49d4a37,00f5803c06ed839aafbef380915b61923d9cdc41
0091e4b0e319c323ad528b9c73afe4182a038c79,00177fa82254111c4e638f575525bc115858f6f7
00a302d8f8955f92bed4e8545b72a798d668e7f1,00160d2485f1c934f3cc6e3140b0ddab5ceb8839
004e4647b4d1ca4d4fe97657eff7ccf256eb92f7,00044a527a0642b08f385cda845331f0fc8cbbfd
00cca9d4b73dccbc26eaf8645127e31b24d0e021,00caaa046b300d04d3fee4443bb7f4d9ef64fc5d
009e031e77db82bb035b7cbd562d070ce9d505e0,00b931f5703cbfb74582d8c6fdd52ae202629ee4
00391f5b6ea71280adda6af3efb7910ebb6e6732,00b8ec88097a03e18b650bdd142442811d62835c
003fffa2e2e871c0a2e78cad5e3700fddc34a5f2,006f733f4a26f45dfe5fa7ce9d84621310446171
00d31bb4e3143775b7d0ecbbdecf057d6a859de5,0031e9cbc9568967755617493f525eb852baad2b
000b0a49874832041ffdf372fa976cf47b762960,00b7c382955293d3e95645c203543d3852708b20
0067983f3d8324e78c17dc0b62364cfa6ac0df26,00aba85bf7040fa59714db286108cbbe3888e2e8
006687608797a367dc1307c89ded8a54a3a7a618,0086dcd20ebac10a46204ec72ec780ceaa359731
007b1f330e492b17f8f47843d74cd327250c4a0c,00343c31b05275828e99e7a9d7f1ef937f6c4aed
002f8fa765093bf3df096488f409a209762b7223,00732dbc9b74d763d31768c148d1380ffcdd86c6
0043fd26113ca578a4e9aab22c1a56a59ae7ec63,009fff1386d7c8f529d8ad41c8ed8407bd65c8b8
0100572ede9391fa794daedd3d265a7532aa45c0,0087f12f32abb08a938cd2a8ab9c68688e6b0cfc
003e32c4b9ba3b86560902ccafb723dd963657ca,00db70d23c8196eafdc3a39db61661613f3bc6b0
0034bf2df08175a064de5da72dd59df81f421e14,00537c1d264d874b24dbae5e4d70881b4e80ce81
005c1c6a05377329b742e7f30680b0a37f4e1a7f,010533bd9066463c364136a5a4b795763e08f828
005ba0b22960b45f854487ad239017d90f4d1f61,0026d1ce7a798c126ed60ee3cda769631b9dd7be
004e0a73021acfce63e0d02ff0408a9156fe540b,00fdb503bd8eb5e5de077859b69dfb553bdc1b6d
00e5ce7bf391b5c281b8cb21e07d28e0529050c0,00ef40e9b976f52aeb3395e99ae6b0c2f4e34050
0084f3cb0a1754272151c5268a783f24bf5676a0,009c1cafc49cbde249662639a04c68628b8a7a8e
0014ddccd4b60b7ee9213d5d0b4c3326b16555af,00b315fc45e19d49fc9d981ff72073fcfbed49c8
00e80686c4c709ab158fc8f1a7a9117d0fbfa723,006da6de9ee7396dbd894ff4d32cbb66bfdda623
00611b219e5b11e5da5be3676f60c5710a72e7e1,00ac50fdbed3592e6c7c63c58413e170785b57c9
00995fb3a1faf5846e10223fd51e57d9827fab75,00ddbdd7b7ff76cac8e954d9c6c5c72ccc33f2a3
007a3f633a490bfb748773e3f9f53dc9b6704cda,0002b568154d66ae99ead0427c3f9795a46e9029
0056603e967cc256d5ccdc94826eb9de1e99d064,010125dfbeaa46bf25a6f7cd024d1d84791eec94
001d9dbd98fddf1da4116ae8f147b1450b07589e,0034c6da44c3018f61f261cabf38b073c23ffbcc
001a51349da8527406031d0afd66701454b9dbe1,009808688aedb32a0c89c03602cb7b74570c2462
002d3fe10e8f163f9fe539470d1695286df06e2e,008a12f09e1f884a84ec8f2ad93d1cedb12ee9ff
009945022c328673b597965b66a18731a23f51d9,00c4cc913002ee9f8205100331292655485b6b70
00ce5829a509d4532035c4d7c66412ba704ee6c6,00d232058962c3a70245fb715739593199a84938
00d66651d795e1ba7dc5240ec4228aa852da9568,006152bed3ad5f74b8a18c50ae9dc2d8733caf57
00c559c6b605879dcdafa18adb8941d5485671e2,00357af3c20ea1e5407184f980e9f670575948a3
00572dafa817672173379de5c5c1724f27bdc09f,00802545b731660792888b90c99933353d65f6bf
0102cf6a9bc3d43ca415dc23f278152a3d9e7340,00b262cc555e10c7a3c0df2ece1fe2835d4b9ef8
006de41a838dc88b0b654781ce795aca5344d2d2,00f09e26788c248b3f213eccf06a146f2278f33c
0076965b1abb823a7cf1f9d01da3d16ebe824de0,00802545b731660792888b90c99933353d65f6bf
00dd13c34cd7c95c465a83ce11579fd66cfd23dc,00ed7f6690f2174e0b63b967af3e5197713a421d
0061abf839d2832f7e258730975b9204f522318f,000a76e7a390174ea231ee36e072d20f8148743f
00ba019f9e379c1b1f9504e08c376d1b2be65f06,009fff1386d7c8f529d8ad41c8ed8407bd65c8b8
009c14dffbd7ddb15a266fcb756212a1e72f812b,009263d708119909a506a46afcc9fee5183fe448
00f09c67d70f66526d781791773ad3214a00833f,00b7c382955293d3e95645c203543d3852708b20
0029b6d7f583e0705d1cb9dc16a33bb12a995ad6,002973c44f946a629f7b74fee486b61cb3d0724c
001763d3ff90cb8e80c8fa0252ef5d4610997268,00733624c83051aac53ffa6457e57cb930c3f77c
00046a0b1d0b5c1df959738c14ab0e741dbf2b51,004003dec2303cd9f5603ea12f595db7d3c16cf9
0012af1c3e092de5c06bb5338aa462bf6b66c63a,0038b4f00ee1d90b00b7aa05bbe32e77d7c14a2a
00f76372e9bd6bb70dd49881ed294e378197fcd5,0019f7cdf5775759535f04d9c9295c6a3e59b66a
00a4a8931416e02f48932f096f0ad4e705beb0ef,00232b5dcc774b2a5abd48d261a29f505d86a13c
00de256aef3203f55a9ea91b029bdf7375f5b2ca,0053fa08d0631c9e3642852579aa2773c7e79589
00f0937a98f6ffa9e82831dac276c8beb16b3954,00e6d10203798a10f68e534d7cfd24613874497d
00366857497aa7faa3e85de107fed457d54d5550,000559ddec47a6e2f1b06829d1b1c2f73270b55f
00d134ae5b61996bc68e61595a5a1555d2f38fde,007f189ba93cb0ad1d4dcca582eda86190e11712
0027ebe30bc18a8cb345c1d3e363bdf89adee7aa,000ab4c2ff9c176bd4c49b511cbc754b98069b8a
007fe6b94d33270242cddb9475fbc6dbc3724904,00da1c1a673220bb1bfdc507895a893ba7dd1ec3
0067da11da35a79f9ff80ecb2198d9a1732ac2a3,0043fd26113ca578a4e9aab22c1a56a59ae7ec63
00ea24a6f15c450002a8665dfc806c753a4b3892,00614a92b5e0db61a70f04f5c9f0897c519781f2
0083332e9308094e8131adbace972a20d02e9f8b,00ef361c14dc7980af7987606f8a03b04890d8aa
00ac82663594aea023766c49bbd948a9aaa1db66,00e2931b9bb39ea971906a16e29462b4230310c9
00e264b61e54e39d5819a4c903f2c515dfab3fae,00fc3d3aa9575688c9977c7c632a370f2b034d86
00a0ab5cb246dfe5deb0e1bc532e9075c93ac47d,00e6563b4b8fa21b76fb199b60ecaedeea542fce
0032897f2c7d5563861863fc2706650bfd8ec58c,00260eda5daa3712ac22b3cfeca507a344a92422
0029c571ae31604aca7afa4378e516889ab118ac,006b05072a87bb1574f6599dbf8ee6193ccc2c89
00177fa82254111c4e638f575525bc115858f6f7,003e046b2ac10e333315e206ab3eb7a614d73288
004c298e4bb2c72fcea479a18df6119d49aa555b,005f9dbfcad6283accd9987a709d3ab6bcff18a8
006d9a4db5434e06da23116097dbe7aa5dd35d60,004d05ffd04a23acb501ca9c112d7276245436dd
00fc3d3aa9575688c9977c7c632a370f2b034d86,006032ecb0ff00a65b4a4a091009911ab21dde6e
00309b5b1fa392c3eead280c4483ff9d7dda7616,00ef56f4b0dbbb3697bb30f03aef3fc7e17dfbad
0040c37c9648b0e7f3f68659335e9f83ce161111,007fa97aaf83ee2ec13ad87a95437d2242db8704
00cd5e8c241f4009c8c5f2d22f900c8aca115b75,00e4558e7a4a78c4f4fe0270a477067ca04cec6e
0025c81a4d8e3418fc39d1faa1cf4edffe1b4bc2,0104447752343ed24b998b44f94b71fdeb0d3712
009945022c328673b597965b66a18731a23f51d9,0058d91e8d2799b55ab22233742971fda16d32e6
0052963c46c261075548f0bbd8f645187e21424d,00eaa4d6330a72d5f3e39ec0159fbb0f3ceb6fe0
004495d9f056b2fc4b7bc80b86b0131bd9ce2032,005ab9d7fda38605373216ea6aa9daf8d0e695c2
00ed7f6690f2174e0b63b967af3e5197713a421d,005a26267d6d3cfabfa0eac906f06d726bb362ad
009263d708119909a506a46afcc9fee5183fe448,000e83ed6b57e93d6181c62b88062abca0a8aaa9
010125dfbeaa46bf25a6f7cd024d1d84791eec94,00d957eaab367d9842cd0db5c5bb62be0047c8a3
009993b2d3b3f52ff4d2fa6709e98198750a7a84,00c9fd018c996e9c55b46d3484e7815ab1c75b01
003e046b2ac10e333315e206ab3eb7a614d73288,0038b4f00ee1d90b00b7aa05bbe32e77d7c14a2a
004eba1eb26a5582dfa70edd08b7112e8b3e6e3d,0007a84ca79e7466a52b456e2a03b10f3e590a04
0015dc7c1a56c53b81f2bab77406c862b0384c5d,00391f5b6ea71280adda6af3efb7910ebb6e6732
0054fd46347666df33209aa6e55d99c3df365d3b,00c2167a08327aafe2017b2d7c48fac04349422b
000417ac406bb7b38aa1cbdb7ebd10406f02bb99,0080fc730f518efbee0a064391336538cdd2ad79
00a7fabdc9eab59ff1a7bc36eae109ee34fe7a03,00ce8ec96bfb307d691775dd286586a4738dfd61
00a6e23f911c933ab5e34a590476a21a08fc7509,00c4881dc724db263067801fc803e1643878ca6a
000dca71877ed893ed8bfd6ad2dcd3a3f7abff90,00c6164ea6698fa8e77106871d77fc1cae1b1eb9
003ac96deaefc09dee4446f9c10554fb09f6fba7,00c12e13b73c8e3b2450db89acb1da3683b4c6da
0050c68c7fbdb925533b6ea317ff3968f3645037,004cdb5b17c861fb3d2a0cb2d362bcc3607ac381
007faae408771a5df78ccf08fbfb40937d5c2203,00ef71115eac25c3b536e88bf95187db8bd16103
00f0590e18685199e5cbb9a655ff61128ca529ba,009935ee872c20f0f353690fb248b8a7b86a6f0c
00cfea9dcf6a6ebdcbc8ab2d3d6b02177e339bae,000734d25e1952d5dd1d5af66a88fd7e565abf33
0075575a103af7218fc197a74a96cc4114befc03,00eb7bc606cd7c2eeee44a8c090082688bcf2e0e
003de3b656490a0878dbde768d6161ffb48d9729,003141e53c0b25aa6494dadae6c915856a7ed54a
006152bed3ad5f74b8a18c50ae9dc2d8733caf57,009dccec01311332764da14be301f06278c7a368
0028a595d2a9cfdd693befc5939764d4d087da6d,00b8ec88097a03e18b650bdd142442811d62835c
00ed1c9a410ad0d25aba5adfe9341f22d2d7d083,00a26776255343d43ab3ca936e17fd71c323aea4
007fe6b94d33270242cddb9475fbc6dbc3724904,001f207cc7a80ad08cdbab2b8eca23b0a8618cb3
000417ac406bb7b38aa1cbdb7ebd10406f02bb99,0002b568154d66ae99ead0427c3f9795a46e9029
0044dd303afa90fb0d42de800bd658c4fda03baf,004803f2035c025936c33a5ef4445eba34a339ba
006ec1c908983173d2615652afc575dedae2c132,004e0a73021acfce63e0d02ff0408a9156fe540b
009935ee872c20f0f353690fb248b8a7b86a6f0c,00f80210bfebf72e4f04d16aa32dbc758732f9fe
004abb09f8331e8f161049ca7578bbd3011e0f3c,00a124ecdb12e186383ee47c24515fde66d436c0
00383ffe35dc1a3cc02c0fe4a9a939c7c10d66c2,0052431128ba8d5fb066a54764841c7ccb28729b
00342ad7d5b47a585e1d802cabb2837d0c05c9a6,003020856c6cfbdecb7f71ca8fb53bfa75e2efec
00fdb503bd8eb5e5de077859b69dfb553bdc1b6d,001c1d6ad491c70f93bf3a819888e6c86c996d3f
00fcee0c71b822cd2a12783eb167024b9668df35,00f3ab1d29f8082738214e80b8b795f3e59e5d03
003fd4c1c8b370de0be5eca6068604dbf8c46a62,0054244017d708dffe45ccd0e2978af6394fb5a6
009f5229d00856f877f08ccd69ef9ebf23f92a3f,00eddaae9557c1c9297b5a96bbe428e3aa1be6fa
0029c571ae31604aca7afa4378e516889ab118ac,009c69158bdcccc22291af3c5dfbef9ebda15341
00d2daad27d2b433a7b2c0434c6827fe578c165b,00e80686c4c709ab158fc8f1a7a9117d0fbfa723
00e78c4990952287bdd3dbd63b4075f0975de4d3,003d148d4d85eead754fb9b4aafc187e31c18b30
002bd34cd5c4e368c919ce63bbafce9b15a74c30,0029b6d7f583e0705d1cb9dc16a33bb12a995ad6
00173905ef6efc2a0e0d9016f7119259b1f92c7a,00307d7238dd5f37e1a4f2efe25284cc25adac3a
003020856c6cfbdecb7f71ca8fb53bfa75e2efec,0063438074bdd787ac4c12d6cca61957d8677eec
0038d76cdfb13a539e52975b5b26616bc658e23e,008e6e975b1a633947e2691933439e86df5e9239
002af81e9c2ec4361890465809ecdd1dabcaae18,00dd7d41ab28a359ddbfe307a7118a64c1410e4f
00c585e47f3c5fd20c5b94810b321246c032e9a8,00bf3c0825ecfd44074035792509de7f3209af3e
00e2a5b917d2f2a2df9fb34be541daee48658b11,010389716b7cac606cf75cea0a69464b5bbe88bc
00f7f44dd03ef0ff666ac47ead5970dfa8273465,006cef8cb9f4101690dce6b0fcfe5eee918a75cb
000559ddec47a6e2f1b06829d1b1c2f73270b55f,004003dec2303cd9f5603ea12f595db7d3c16cf9
00b082f4c5c1e7aee0b5bc351a2a46480454c99d,0046f6dc4ec8d9576e05c60927934f5723e4dece
00480c39b4436cf8e29a3b483c04532c89696496,001095256e8fc3211a3f4016f528e06ffde8732c
00d31bb4e3143775b7d0ecbbdecf057d6a859de5,00a944f13f5f02aa84505c5fbb9c82982fca0c4e
00a94e4069e30ad25f966f26f970319770bf522c,00a26776255343d43ab3ca936e17fd71c323aea4
00238faedbfb098d84186901ae7015da96a22242,00a94dc83140b139c0794c4d56293033ef33351b
008721a83f4e0e5b4f2b8db4bfac9649b92ef3fe,004c298e4bb2c72fcea479a18df6119d49aa555b
003f8ace8d0801281fc83d2cac4154fa7c2cf281,004ce30de70a9d554aa990ee22533ff73a4faf42
004149bf36ae931f5af717f388ea6753cf5ba4c2,00d5ee5c590720b25cf61f0fcc1550fbaa87876e
00f80210bfebf72e4f04d16aa32dbc758732f9fe,00676d3e101e120dbf58bd90501ffa6079f5b29b
001e3f83098c82c99bde52ae77ebebeecf985990,001130846b34ba425a94443382f5dc7db92e048a
00ad88431889e2cd19ee03430fe8c5050d3a1afb,004e1e48c8b5bf4d159d683d722604ee0ba37be1
00e80686c4c709ab158fc8f1a7a9117d0fbfa723,003dadd684445bdeacb638ba0d153e2aad975990
0102cf6a9bc3d43ca415dc23f278152a3d9e7340,00fe8c81e7ebee92728239cf46338dcaf502ce1f
0084da897b13da7c960c5326216886674c395562,000b0a49874832041ffdf372fa976cf47b762960
007a3f633a490bfb748773e3f9f53dc9b6704cda,00b37f80a049a4cf1693a0614b27f438a7c86cde
009f5229d00856f877f08ccd69ef9ebf23f92a3f,0091c440552b7bcfc830b8cd8747b856475d73bc
0025cb357a8d05028fd25e7d16052f2916b48d71,0096d662d8093bf2fccdd306499334ddbeb3b3e8
00efd20ace8e818606adf59560e5e7c340127623,001b27575f8f83d14a30716a9b5a20858f2f3b0c
00e7e9c4f96b8d32587f8ca15f243cdb68fad78e,002e684c5f8bf01a331c839a1877dbfdd1fd2610
0011467a75469d9751eab6897a400de8bd47da95,0084477bfba53f0d181f0b29660fd7f4f79956a1
0019a174cf9c82fc7084a3a27e548c2a06e0a8c9,00672e6b4a52c3cdd8d947807a15c8995d7b10e9
002e7c705d2daee01e5e266c44b24797796082f5,007ba80e0fb37f4176893cdc714502be08e0e590
00b0df6b402b6e1a06db764187624034b34b62e5,001c7d8d86582b11da522c0885509610ca86007e
00511b1530a5d7c420525f39fe51f5e360fd9986,00d676aeda2cb24be26e2b86a2f4875d42ef7844
005ba915511ceffd97386271138c901020ad7f5c,00d3fe20fac2376ee1fffe848cdb743f497ea9f8
00122dfdb0bec0d49cb82d459b4bc1806dd2bf9a,008860e729e48556f148bb39df9e2525d2e788ab
009d4316650695e1e31b22b6077392bf652d347b,00db95188df0b491a1e1dd9dce6961dfdc937195
006032ecb0ff00a65b4a4a091009911ab21dde6e,00db70d23c8196eafdc3a39db61661613f3bc6b0
0086dcd20ebac10a46204ec72ec780ceaa359731,0040d93083d808e70bb8f16126891242ff9e5dfc
00e9e1ade331ddfd842d59b1203632980e37b39a,009b4bbd856e9cf9d09e20456e19e2eb1bc2ca51
00a26776255343d43ab3ca936e17fd71c323aea4,00339a085b8529999e9caf012e9d13a2f37e4cb9
000734d25e1952d5dd1d5af66a88fd7e565abf33,0007e9912276fe176ecca94a91fd1828059c2017
000e83ed6b57e93d6181c62b88062abca0a8aaa9,00e91d63c68b59ec0939da20062fdae42cab529c
00eddaae9557c1c9297b5a96bbe428e3aa1be6fa,00e5ce7bf391b5c281b8cb21e07d28e0529050c0
010396d913f01aea27cbede1f76a52289845f390,00cf787add0f7b31f5ddf41d8d9ece1eb4af46ca
0059bba77e2e46fe2c654b55cccf15759c566c89,00da1c1a673220bb1bfdc507895a893ba7dd1ec3
00327f914b532373b71ba1827d0554bb90bd7c42,00e4558e7a4a78c4f4fe0270a477067ca04cec6e
005f9dbfcad6283accd9987a709d3ab6bcff18a8,000ab4c2ff9c176bd4c49b511cbc754b98069b8a
00406a27e9c26d2c35ddaf1e105c2bdd77109c61,004e7084b93815402a203240b1d5f5dd6880583e
00a7fabdc9eab59ff1a7bc36eae109ee34fe7a03,002aa3db9604001bfb46002e801e326ceb4d0245
00460ea4a5c5b721eea657fd4e17c041752bdec8,0056b6a4406368766c185d0c16a0cb1460005078
00fc71778398cd70ca6d478d3f77893b3ea0940e,00d3b4aacc5cc95277f7e3e0f560d79781a4e65a
007ba80e0fb37f4176893cdc714502be08e0e590,0013b0fb32809804b613681381979f61047a586f
00e82a25071e9df42b2fa7b122cc216a9699bdb5,0093b354f9c92d8eb161877ca317395282a02d83
00f0590e18685199e5cbb9a655ff61128ca529ba,010389716b7cac606cf75cea0a69464b5bbe88bc
004546d0ef6a9bb2e8ea7307c25476472b3c9875,00db95188df0b491a1e1dd9dce6961dfdc937195
0058d55104385a904d56c493c2a91723684e5888,0096d662d8093bf2fccdd306499334ddbeb3b3e8
0007199210067951d66ba3316f0242c7946464a9,00b0df6b402b6e1a06db764187624034b34b62e5
007b1f330e492b17f8f47843d74cd327250c4a0c,00fecdc978b068bd75bd81117727d94f6424f343
00606c88730a74df4a7841dfb3ae94aff26fd987,0054fd46347666df33209aa6e55d99c3df365d3b
00955279de70ebe73e2db9e2ad55c07a71d7f7f2,00b233bf6d05c76b4210abed86f24ac3931be5fa
